,alpha,avg_net_reward,epsilon,final_deadline,gamma,net_reward,success
1255,0.45,16.8120218254,0.35,7.38,0.55,17.21,0.5
1256,0.45,17.252468254,0.35,6.88,0.6,17.49,0.51
1257,0.45,16.6455456349,0.35,5.51,0.65,16.565,0.37
1258,0.45,17.0575873016,0.35,6.57,0.7,16.82,0.49
1259,0.45,14.8202380952,0.35,4.24,0.75,14.85,0.34
1260,0.45,16.4415873016,0.35,5.09,0.8,16.275,0.37
1261,0.45,15.4963690476,0.35,3.77,0.85,15.47,0.29
1262,0.45,14.4442440476,0.35,6.38,0.9,14.56,0.44
1263,0.45,11.1839444444,0.35,5.08,0.95,11.29,0.27
1264,0.45,11.4337083333,0.35,4.75,1.0,11.09,0.4
1265,0.5,16.770390873,0.35,7.05,0.5,17.155,0.54
1266,0.5,16.3151329365,0.35,6.49,0.55,16.41,0.55
1267,0.5,15.2983373016,0.35,5.51,0.6,15.375,0.45
1268,0.5,16.3329702381,0.35,5.94,0.65,16.725,0.41
1269,0.5,15.6746984127,0.35,4.97,0.7,16.205,0.33
1270,0.5,16.1264345238,0.35,5.96,0.75,16.31,0.43
1271,0.5,15.0073055556,0.35,6.22,0.8,15.205,0.42
1272,0.5,14.945484127,0.35,6.57,0.85,14.885,0.4
1273,0.5,12.926718254,0.35,4.84,0.9,13.12,0.32
1274,0.5,11.3096785714,0.35,4.92,0.95,11.58,0.32
1275,0.5,9.83882738095,0.35,3.84,1.0,9.485,0.26
1276,0.55,17.538656746,0.35,6.52,0.5,17.435,0.47
1277,0.55,16.1829880952,0.35,6.69,0.55,16.37,0.47
1278,0.55,16.5422797619,0.35,7.08,0.6,16.795,0.48
1279,0.55,15.1903333333,0.35,4.43,0.65,15.325,0.36
1280,0.55,16.3688055556,0.35,6.65,0.7,16.455,0.45
1281,0.55,15.8641428571,0.35,4.93,0.75,16.185,0.36
1282,0.55,14.0490515873,0.35,3.2,0.8,14.33,0.24
1283,0.55,15.5407380952,0.35,4.93,0.85,15.87,0.33
1284,0.55,12.4836289683,0.35,6.27,0.9,12.525,0.35
1285,0.55,11.1779960317,0.35,4.39,0.95,11.565,0.3
1286,0.55,9.21943253968,0.35,3.34,1.0,8.6,0.28
1287,0.6,14.7016031746,0.35,5.93,0.5,15.06,0.42
1288,0.6,16.3186924603,0.35,4.06,0.55,16.72,0.33
1289,0.6,15.7751051587,0.35,6.16,0.6,15.81,0.45
1290,0.6,13.8169642857,0.35,5.23,0.65,13.93,0.42
1291,0.6,14.9534603175,0.35,4.93,0.7,15.54,0.32
1292,0.6,15.1019940476,0.35,3.78,0.75,15.24,0.28
1293,0.6,14.5690456349,0.35,6.07,0.8,14.6,0.38
1294,0.6,13.6875059524,0.35,5.69,0.85,14.02,0.4
1295,0.6,12.152547619,0.35,4.6,0.9,12.1,0.3
1296,0.6,11.0415575397,0.35,4.96,0.95,11.48,0.37
1297,0.6,8.81768849206,0.35,4.24,1.0,8.635,0.35
1298,0.65,16.9028174603,0.35,7.32,0.5,17.345,0.55
1299,0.65,15.3875634921,0.35,5.8,0.55,15.73,0.45
1300,0.65,15.0054186508,0.35,6.71,0.6,15.09,0.41
1301,0.65,15.3178234127,0.35,4.64,0.65,15.565,0.32
1302,0.65,15.2691448413,0.35,4.89,0.7,15.685,0.4
1303,0.65,14.8699087302,0.35,4.4,0.75,15.325,0.36
1304,0.65,14.852359127,0.35,7.42,0.8,14.955,0.43
1305,0.65,15.2026686508,0.35,4.47,0.85,15.305,0.34
1306,0.65,14.8228968254,0.35,5.6,0.9,14.69,0.38
1307,0.65,12.0513452381,0.35,5.68,0.95,12.04,0.38
1308,0.65,9.46491071429,0.35,5.41,1.0,8.93,0.4
1309,0.7,14.6800674603,0.35,5.9,0.5,14.575,0.46
1310,0.7,17.1356190476,0.35,6.39,0.55,16.365,0.45
1311,0.7,14.0318353175,0.35,6.62,0.6,14.09,0.41
1312,0.7,14.5102261905,0.35,5.46,0.65,14.41,0.37
1313,0.7,13.3372123016,0.35,5.89,0.7,13.59,0.36
1314,0.7,13.4513134921,0.35,3.54,0.75,13.73,0.32
1315,0.7,14.4452142857,0.35,5.57,0.8,14.54,0.37
1316,0.7,13.0447400794,0.35,4.57,0.85,13.12,0.29
1317,0.7,12.8972460317,0.35,4.9,0.9,12.995,0.39
1318,0.7,11.1563888889,0.35,5.3,0.95,11.355,0.4
1319,0.7,7.57981944444,0.35,4.51,1.0,7.59,0.28
1320,0.0,2.91617857143,0.4,3.27,0.5,2.785,0.25
1321,0.0,-3.85574206349,0.4,2.71,0.55,-3.715,0.21
1322,0.0,-0.0572857142857,0.4,2.23,0.6,-0.185,0.17
1323,0.0,3.31157539683,0.4,2.93,0.65,2.995,0.25
1324,0.0,7.53744642857,0.4,3.3,0.7,7.01,0.26
1325,0.0,-2.97745039683,0.4,2.89,0.75,-3.14,0.18
1326,0.0,3.06495833333,0.4,3.82,0.8,3.15,0.22
1327,0.0,7.11396031746,0.4,4.79,0.85,6.98,0.36
1328,0.0,3.3366468254,0.4,3.73,0.9,3.325,0.31
1329,0.0,2.7458015873,0.4,3.81,0.95,2.97,0.26
1330,0.0,-11.3488531746,0.4,1.66,1.0,-11.535,0.1
1331,0.05,14.5642361111,0.4,7.44,0.5,15.51,0.6
1332,0.05,16.2557202381,0.4,7.55,0.55,16.76,0.55
1333,0.05,15.1022757937,0.4,4.62,0.6,16.12,0.44
1334,0.05,16.003609127,0.4,6.5,0.65,16.475,0.5
1335,0.05,16.0607321429,0.4,8.08,0.7,16.765,0.64
1336,0.05,17.365531746,0.4,8.01,0.75,17.71,0.58
1337,0.05,15.6523472222,0.4,7.46,0.8,16.705,0.59
1338,0.05,15.1835496032,0.4,6.76,0.85,15.295,0.45
1339,0.05,17.0255138889,0.4,6.38,0.9,17.345,0.44
1340,0.05,15.9170714286,0.4,7.57,0.95,16.61,0.61
1341,0.05,11.6587837302,0.4,5.47,1.0,11.93,0.39
1342,0.1,17.4840019841,0.4,8.19,0.5,17.805,0.52
1343,0.1,16.4140297619,0.4,6.98,0.55,16.995,0.56
1344,0.1,17.4162400794,0.4,7.63,0.6,17.82,0.56
1345,0.1,17.9285654762,0.4,5.78,0.65,18.05,0.44
1346,0.1,15.7610436508,0.4,5.07,0.7,16.15,0.42
1347,0.1,16.806984127,0.4,6.08,0.75,17.0,0.42
1348,0.1,16.8358531746,0.4,7.82,0.8,17.355,0.6
1349,0.1,16.0646309524,0.4,5.84,0.85,17.05,0.52
1350,0.1,15.2148174603,0.4,4.47,0.9,15.68,0.37
1351,0.1,15.3756845238,0.4,4.44,0.95,15.47,0.33
1352,0.1,9.18670238095,0.4,3.09,1.0,9.465,0.23
1353,0.15,17.6060873016,0.4,6.17,0.5,17.535,0.54
1354,0.15,14.8824444444,0.4,6.82,0.55,15.27,0.51
1355,0.15,14.9800376984,0.4,5.32,0.6,15.455,0.4
1356,0.15,16.421906746,0.4,5.79,0.65,16.76,0.46
1357,0.15,17.5702460317,0.4,6.1,0.7,17.61,0.47
1358,0.15,14.9420535714,0.4,6.07,0.75,15.765,0.44
1359,0.15,15.6898730159,0.4,4.63,0.8,16.19,0.39
1360,0.15,16.6179861111,0.4,5.88,0.85,17.125,0.41
1361,0.15,15.291640873,0.4,7.7,0.9,15.75,0.53
1362,0.15,16.9431210317,0.4,7.8,0.95,17.165,0.53
1363,0.15,15.0836369048,0.4,6.49,1.0,15.84,0.44
1364,0.2,17.0401051587,0.4,8.24,0.5,17.495,0.65
1365,0.2,15.8423234127,0.4,6.99,0.55,16.625,0.52
1366,0.2,17.1555892857,0.4,7.49,0.6,16.97,0.49
1367,0.2,14.3576130952,0.4,4.55,0.65,14.505,0.33
1368,0.2,15.1804742063,0.4,5.81,0.7,16.015,0.4
1369,0.2,18.6044325397,0.4,5.87,0.75,19.185,0.45
1370,0.2,17.0566150794,0.4,7.35,0.8,17.28,0.45
1371,0.2,14.6585813492,0.4,5.21,0.85,15.295,0.36
1372,0.2,15.8551170635,0.4,6.57,0.9,15.27,0.47
1373,0.2,14.9137698413,0.4,4.93,0.95,14.775,0.34
1374,0.2,9.57166269841,0.4,4.12,1.0,9.845,0.25
1375,0.25,19.3771666667,0.4,8.36,0.5,19.305,0.67
1376,0.25,15.5884980159,0.4,8.91,0.55,15.865,0.6
1377,0.25,15.0764603175,0.4,6.04,0.6,15.67,0.46
1378,0.25,15.290875,0.4,8.96,0.65,16.165,0.51
1379,0.25,16.5281746032,0.4,4.53,0.7,16.785,0.43
1380,0.25,16.2212738095,0.4,7.53,0.75,16.09,0.5
1381,0.25,14.7045099206,0.4,5.8,0.8,15.355,0.42
1382,0.25,16.1737797619,0.4,6.71,0.85,16.615,0.49
1383,0.25,15.7729166667,0.4,5.17,0.9,15.605,0.41
1384,0.25,12.0605575397,0.4,4.39,0.95,12.585,0.28
1385,0.25,15.2906150794,0.4,6.85,1.0,15.94,0.55
1386,0.3,16.0523611111,0.4,6.17,0.5,16.495,0.48
1387,0.3,15.4284543651,0.4,6.63,0.55,15.74,0.46
1388,0.3,16.1060496032,0.4,5.82,0.6,16.55,0.48
1389,0.3,16.5249087302,0.4,6.28,0.65,16.795,0.48
1390,0.3,15.3984027778,0.4,5.51,0.7,16.0,0.4
1391,0.3,15.6728194444,0.4,5.3,0.75,15.65,0.44
1392,0.3,14.935093254,0.4,4.39,0.8,15.665,0.36
1393,0.3,15.233609127,0.4,6.13,0.85,15.45,0.45
1394,0.3,13.3628730159,0.4,4.67,0.9,13.915,0.37
1395,0.3,12.888452381,0.4,7.48,0.95,13.355,0.5
1396,0.3,10.2348511905,0.4,5.12,1.0,10.23,0.36
1397,0.35,15.2471904762,0.4,5.07,0.5,15.06,0.39
1398,0.35,16.4332440476,0.4,6.84,0.55,16.635,0.55
1399,0.35,15.5658948413,0.4,6.66,0.6,15.88,0.45
1400,0.35,14.6137380952,0.4,6.14,0.65,14.9,0.4
1401,0.35,16.6385952381,0.4,6.49,0.7,16.83,0.45
1402,0.35,14.2673928571,0.4,3.69,0.75,14.2,0.27
1403,0.35,16.5023095238,0.4,5.91,0.8,16.52,0.43
1404,0.35,16.2338353175,0.4,7.34,0.85,16.18,0.48
1405,0.35,15.9141984127,0.4,6.57,0.9,15.815,0.46
1406,0.35,11.1088253968,0.4,3.89,0.95,11.31,0.35
1407,0.35,9.12388293651,0.4,2.42,1.0,8.7,0.23
1408,0.4,15.9253174603,0.4,8.96,0.5,16.09,0.55
1409,0.4,17.1801825397,0.4,5.65,0.55,17.08,0.46
1410,0.4,16.2265,0.4,6.06,0.6,16.665,0.44
1411,0.4,14.5904007937,0.4,4.7,0.65,14.455,0.35
1412,0.4,15.2899126984,0.4,3.61,0.7,15.485,0.32
1413,0.4,15.9870337302,0.4,7.65,0.75,16.21,0.48
1414,0.4,16.5962261905,0.4,4.67,0.8,17.18,0.45
1415,0.4,16.4817003968,0.4,3.82,0.85,15.985,0.32
1416,0.4,13.439077381,0.4,6.54,0.9,14.285,0.48
1417,0.4,11.4539781746,0.4,5.17,0.95,11.815,0.34
1418,0.4,9.94194246032,0.4,4.85,1.0,10.415,0.35
1419,0.45,15.1187242063,0.4,6.96,0.5,15.15,0.45
1420,0.45,15.3997420635,0.4,5.43,0.55,16.15,0.4
1421,0.45,17.3399444444,0.4,5.93,0.6,17.88,0.56
1422,0.45,15.5899642857,0.4,4.58,0.65,15.795,0.34
1423,0.45,16.9467361111,0.4,6.98,0.7,16.825,0.5
1424,0.45,13.5944325397,0.4,5.06,0.75,13.85,0.37
1425,0.45,16.3551448413,0.4,4.19,0.8,16.235,0.37
1426,0.45,15.7873611111,0.4,5.51,0.85,15.43,0.43
1427,0.45,12.6208829365,0.4,4.57,0.9,12.98,0.33
1428,0.45,12.120109127,0.4,5.36,0.95,12.62,0.42
1429,0.45,9.36500396825,0.4,3.81,1.0,9.035,0.32
1430,0.5,16.1360674603,0.4,4.86,0.5,15.97,0.35
1431,0.5,14.3121150794,0.4,6.43,0.55,14.785,0.49
1432,0.5,13.693906746,0.4,5.76,0.6,14.0,0.38
1433,0.5,14.3169007937,0.4,5.49,0.65,14.75,0.49
1434,0.5,13.931952381,0.4,4.8,0.7,14.405,0.37
1435,0.5,14.2390198413,0.4,4.21,0.75,14.605,0.33
1436,0.5,13.0185436508,0.4,4.14,0.8,13.22,0.38
1437,0.5,14.0145456349,0.4,4.25,0.85,14.075,0.31
1438,0.5,13.9072519841,0.4,7.19,0.9,14.315,0.43
1439,0.5,11.769015873,0.4,4.32,0.95,11.71,0.3
1440,0.5,9.53806944444,0.4,4.72,1.0,9.22,0.32
1441,0.55,15.3883670635,0.4,7.17,0.5,15.53,0.47
1442,0.55,15.5961230159,0.4,4.76,0.55,15.365,0.43
1443,0.55,15.5965059524,0.4,5.23,0.6,15.5,0.4
1444,0.55,13.8011587302,0.4,4.66,0.65,13.575,0.3
1445,0.55,12.0559404762,0.4,4.55,0.7,12.14,0.31
1446,0.55,13.5679742063,0.4,5.88,0.75,14.145,0.39
1447,0.55,12.8223809524,0.4,4.59,0.8,13.05,0.34
1448,0.55,13.4665019841,0.4,5.64,0.85,13.61,0.35
1449,0.55,13.2815297619,0.4,3.38,0.9,13.13,0.32
1450,0.55,13.2155595238,0.4,6.73,0.95,13.545,0.44
1451,0.55,7.37945238095,0.4,4.82,1.0,7.75,0.33
1452,0.6,15.2054821429,0.4,7.11,0.5,15.515,0.53
1453,0.6,16.4898015873,0.4,6.32,0.55,16.5,0.41
1454,0.6,13.5796507937,0.4,6.01,0.6,14.23,0.39
1455,0.6,15.3937440476,0.4,6.92,0.65,15.115,0.44
1456,0.6,15.6523809524,0.4,5.72,0.7,15.96,0.43
1457,0.6,13.3343531746,0.4,3.8,0.75,13.53,0.27
1458,0.6,12.2813869048,0.4,5.21,0.8,12.94,0.36
1459,0.6,12.6873035714,0.4,3.72,0.85,12.49,0.3
1460,0.6,10.8237936508,0.4,4.43,0.9,10.615,0.26
1461,0.6,11.1509801587,0.4,4.44,0.95,11.25,0.32
1462,0.6,10.7319365079,0.4,4.89,1.0,10.545,0.38
1463,0.65,14.1100833333,0.4,4.64,0.5,14.695,0.36
1464,0.65,15.14575,0.4,5.91,0.55,15.58,0.43
1465,0.65,13.5825575397,0.4,5.7,0.6,13.675,0.45
1466,0.65,15.0623412698,0.4,6.3,0.65,15.155,0.43
1467,0.65,14.5551587302,0.4,5.35,0.7,14.85,0.42
1468,0.65,13.6175039683,0.4,6.42,0.75,13.405,0.38
1469,0.65,13.187827381,0.4,4.2,0.8,13.41,0.32
1470,0.65,13.7132956349,0.4,5.93,0.85,13.81,0.41
1471,0.65,13.3105496032,0.4,5.42,0.9,13.065,0.47
1472,0.65,8.7252797619,0.4,3.45,0.95,9.015,0.24
1473,0.65,8.0289702381,0.4,3.22,1.0,7.455,0.24
1474,0.7,14.1679305556,0.4,4.73,0.5,14.205,0.39
1475,0.7,13.0435218254,0.4,4.54,0.55,12.79,0.35
1476,0.7,14.4497738095,0.4,6.22,0.6,14.88,0.44
1477,0.7,13.4515059524,0.4,6.28,0.65,13.735,0.4
1478,0.7,14.6626289683,0.4,5.3,0.7,14.96,0.34
1479,0.7,13.1870615079,0.4,6.06,0.75,13.83,0.37
1480,0.7,12.9545595238,0.4,3.51,0.8,12.83,0.3
1481,0.7,13.4946646825,0.4,6.44,0.85,13.49,0.36
1482,0.7,11.8517579365,0.4,4.05,0.9,11.605,0.32
1483,0.7,12.2975535714,0.4,5.89,0.95,12.61,0.46
1484,0.7,7.96307738095,0.4,4.03,1.0,7.73,0.32
